PassengerFirstName;PassengerSecondName;PassengerLastName;PassengerSex;PassengerBirthDate;PassengerDocument;BookingCode;TicketNumber;Baggage;FlightDate;FlightTime;FlightNumber;CodeShare;Destination
VLADISLAVA;V.;KHARITONOVA;Female;08.02.1971;8 858 647 418;Not presented;Not presented;Delayed;15.04.2017;8:10;SU1438;Own;Ufa
EVGENII;E.;KRUGLOV;Male;02/25/1981;7 963 749 240;XZANJP;9,94528E+15;None;18.01.2017;21:05;SU1355;Own;Moscow
AIDAR;R.;IZMAILOV;Male;11/22/1981;7 244 996 669;Not presented;9,21364E+15;Delayed;18.01.2017;21:05;SU1355;Own;Moscow
IAN;I.;ANOKHIN;Male;05.06.1995;768 211 447;Not presented;Not presented;Delayed;18.01.2017;21:05;SU1355;Own;Moscow
ULIANA;SAVVOVNA;LVOVA;Female;06.04.1991;8 806 315 149;Not presented;Not presented;Registered;18.01.2017;21:05;SU1355;Own;Moscow
VADIM;V.;KALMYKOV;Male;02.04.1994;8 006 896 370;Not presented;Not presented;Registered;18.01.2017;21:05;SU1355;Own;Moscow
ELISEI;GLEBOVICH;GORSHKOV;Male;08/28/1982;9 725 945 192;Not presented;6,30633E+15;Transit;18.01.2017;21:05;SU1355;Own;Moscow
TIKHON;ANTONOVICH;VORONIN;Male;02.09.1970;9 875 995 676;TXHSHV;Not presented;Registered;18.01.2017;21:05;SU1355;Own;Moscow
VALERII;A.;SERGEEV;Male;08/21/1981;3 182 984 338;Not presented;3,6585E+15;Transit;18.01.2017;21:05;SU1355;Own;Moscow
ELIZAVETA;MAKAREVNA;VASILEVA;Female;08/24/1975;9 811 633 285;CILIUE;Not presented;Delayed;18.01.2017;21:05;SU1355;Own;Moscow
TIKHON;STEPANOVICH;VORONOV;Male;10/27/1979;1 597 946 032;IWUFAE;9,67037E+15;Transit;18.01.2017;21:05;SU1355;Own;Moscow
ILDAR;IAROSLAVOVICH;ERMOLOV;Male;12/14/1986;5 920 276 628;Not presented;Not presented;Registered;18.01.2017;21:05;SU1355;Own;Moscow
ALISA;T.;KONONOVA;Female;06/23/1978;7 027 705 729;FVLUYC;6,13716E+15;Delayed;24.01.2017;8:40;SU5625;Own;Khabarovsk
SNEZHANA;VIACHESLAVOVNA;BIRIUKOVA;Female;01.12.1995;7 697 203 524;EWZALT;Not presented;Delayed;05.11.2017;11:10;SU1351;Own;Moscow
RUSTAM;GLEBOVICH;CHIZHOV;Male;08/26/1985;8 862 134 514;RHPHGW;1,58989E+15;None;10.09.2017;20:20;SU5624;Own;Yuzhno
FILIPP;A.;SAZONOV;Male;05.06.1974;5 747 678 939;Not presented;Not presented;Transit;06.01.2017;16:55;SU1260;Own;Ufa
ARTEMII;DANIELEVICH;ORLOV;Male;12/17/1993;2 879 624 496;Not presented;2,90343E+15;Delayed;08.01.2017;19:05;SU1507;Own;Moscow
ILIA;M.;SHCHEGLOV;Male;01/22/1971;199 232 117;Not presented;Not presented;Transit;08.01.2017;19:05;SU1507;Own;Moscow
OLESIA;I.;RYBAKOVA;Female;08.06.1982;1 108 166 199;CNBFXA;Not presented;None;08.01.2017;19:05;SU1507;Own;Moscow
IAROMIR;GRIGOREVICH;KUROCHKIN;Male;09/19/1973;2 815 047 585;Not presented;7,6463E+15;Delayed;08.01.2017;19:05;SU1507;Own;Moscow
STANISLAV;M.;PETROV;Male;06/30/2000;2 833 624 891;XAODMU;6,64432E+15;Registered;08.01.2017;19:05;SU1507;Own;Moscow
ANATOLII;B.;SYCHEV;Male;02.02.1977;9 591 789 096;Not presented;Not presented;Transit;08.01.2017;19:05;SU1507;Own;Moscow
LILIIA;PLATONOVNA;AKIMOVA;Female;12.11.1990;1 882 229 806;IEFKGV;3,90164E+15;None;08.01.2017;19:05;SU1507;Own;Moscow
GLEB;ARSENEVICH;SVIRIDOV;Male;03.11.1993;8 846 174 389;IQVXJL;4,65273E+15;None;08.01.2017;19:05;SU1507;Own;Moscow
GORDEI;R.;FADEEV;Male;09/29/1991;6 304 268 393;Not presented;Not presented;Delayed;08.01.2017;19:05;SU1507;Own;Moscow
MIRON;STEPANOVICH;IGNATOV;Male;05/22/1974;8 136 198 622;FAJHWL;Not presented;Transit;08.01.2017;19:05;SU1507;Own;Moscow
OKSANA;G.;KOMISSAROVA;Female;03.12.1996;995 439 674;Not presented;9,06438E+15;Transit;08.01.2017;19:05;SU1507;Own;Moscow
KAROLINA;A.;SOMOVA;Female;11.12.1998;1 516 306 979;KWOIKB;Not presented;Registered;08.01.2017;19:05;SU1507;Own;Moscow
VLAD;I.;ZHUKOV;Male;04.04.1982;7 715 930 567;FQPQMG;5,54587E+15;Transit;08.01.2017;19:05;SU1507;Own;Moscow
VASILISA;I.;NIKOLAEVA;Female;09/28/1981;1 699 180 824;Not presented;6,25658E+15;None;04.04.2017;19:25;SU6285;Own;Petropavlovsk
OLGA;R.;BESSONOVA;Female;03.06.1986;3 156 165 123;Not presented;7,14865E+15;None;08.06.2017;21:40;SU5652;Own;Irkutsk
MIROSLAVA;E.;LAPTEVA;Female;03/17/1996;2 472 941 497;Not presented;3,15343E+15;None;08.06.2017;21:40;SU5652;Own;Irkutsk
VLADA;EDUARDOVNA;KRUGLOVA;Female;12.07.1989;2 644 231 091;MFRHYU;Not presented;None;08.06.2017;21:40;SU5652;Own;Irkutsk
ALBINA;E.;RUMIANTSEVA;Female;09.03.1988;77 977 045;QZXPUB;Not presented;None;18.03.2017;9:20;SU6292;Own;Moscow
TAMARA;A.;CHERNOVA;Female;04.07.1998;1 269 229 736;Not presented;Not presented;Delayed;14.06.2017;5:05;SU1409;Own;Moscow
GERMAN;DAVIDOVICH;NEFEDOV;Male;11/19/1994;1 979 169 954;ZBPBJV;Not presented;Transit;14.06.2017;5:05;SU1409;Own;Moscow
FILIPP;IUREVICH;VLADIMIROV;Male;05.10.1987;7 401 899 584;Not presented;5,35515E+15;None;14.06.2017;5:05;SU1409;Own;Moscow
ANZHELIKA;BOGDANOVNA;ZLOBINA;Female;02/23/1991;4 232 530 863;PXQTTP;8,33349E+15;Delayed;15.01.2017;13:25;SU1212;Own;Samara
LIDIIA;E.;SAVELEVA;Female;11/24/1975;6 070 235 677;Not presented;7,60206E+15;None;15.01.2017;13:25;SU1212;Own;Samara
PLATON;D.;RUSANOV;Male;01/27/2000;8 101 980 961;QRSKFO;4,66231E+15;Delayed;06.05.2017;7:05;SU1513;Own;Moscow
VADIM;ARTEMOVICH;VINOKUROV;Male;04/30/1985;834 792 713;Not presented;Not presented;Transit;06.05.2017;7:05;SU1513;Own;Moscow
DAVID;DAMIROVICH;NECHAEV;Male;08.07.1983;4 822 379 996;FUIWHI;Not presented;None;06.05.2017;2:50;SU1251;Own;Moscow
IULIANA;ARTUROVNA;DOBRYNINA;Female;10.04.1998;1 036 243 516;VKVSOY;4,84494E+14;None;04.03.2017;17:25;SU1403;Own;Moscow
IAN;V.;SHUVALOV;Male;04/14/1976;2 203 294 825;Not presented;4,28904E+15;None;04.03.2017;17:25;SU1403;Own;Moscow
DANILA;A.;PANTELEEV;Male;04/29/1986;9 131 371 641;HPHDXP;Not presented;Delayed;04.03.2017;17:25;SU1403;Own;Moscow
ROSTISLAV;MARATOVICH;FEDOROV;Male;08/18/1984;1 558 990 037;INIZTP;8,64352E+15;Registered;04.03.2017;17:25;SU1403;Own;Moscow
DENIS;V.;RIABININ;Male;03/21/1990;7 960 962 284;SWFVIC;9,24058E+14;Registered;08.02.2017;17:00;SU1204;Own;Perm
EVGENII;ALEKSEEVICH;SAFONOV;Male;01.01.1990;346 005 168;Not presented;Not presented;Registered;08.02.2017;17:00;SU1204;Own;Perm
SVETLANA;T.;SHMELEVA;Female;09.11.1978;1 801 909 681;WXYXME;Not presented;None;22.03.2017;12:00;SU6282;Own;Moscow
DANIIL;MAKAREVICH;LARIONOV;Male;02.05.1972;7 300 575 226;NREEIX;6,39757E+15;None;22.03.2017;12:00;SU6282;Own;Moscow
VARVARA;G.;LATYSHEVA;Female;09.12.1994;6 072 834 094;Not presented;8,61276E+15;None;22.03.2017;12:00;SU6282;Own;Moscow
VALERII;V.;PANIN;Male;11/13/1990;2 846 025 354;SLCMFE;1,25859E+15;None;22.03.2017;12:00;SU6282;Own;Moscow
SOFIA;A.;SUVOROVA;Female;08/25/1977;1 132 042 824;Not presented;1,50534E+15;Delayed;22.03.2017;12:00;SU6282;Own;Moscow
REGINA;MAKAREVNA;BOLDYREVA;Female;05.10.1978;2 142 762 270;KRJGNA;2,96295E+15;Registered;05.03.2017;22:40;SU1198;Own;Kazan
AMALIIA;DANIILOVNA;GRIGOREVA;Female;04.03.1989;6 286 707 733;OQPADL;6,08647E+15;None;05.03.2017;22:40;SU1198;Own;Kazan
MIRON;DAMIROVICH;KONONOV;Male;05/20/1999;9 347 717 011;Not presented;1,30902E+15;Registered;05.03.2017;22:40;SU1198;Own;Kazan
MILANA;I.;VLASOVA;Female;10.03.1973;1 433 148 240;Not presented;Not presented;Delayed;11.04.2017;6:30;SU1158;Own;Rostov
STEFANIIA;RADMIROVNA;DOBRYNINA;Female;01/13/1976;9 342 096 435;Not presented;Not presented;None;11.12.2017;6:25;SU1549;Own;Moscow
ROSTISLAV;M.;FOMIN;Male;06/22/1978;5 253 573 250;Not presented;Not presented;Transit;11.12.2017;6:25;SU1549;Own;Moscow
VLADISLAV;GEORGIEVICH;ARTAMONOV;Male;07/31/1998;9 671 719 000;HLHUCU;6,4645E+15;None;06.05.2017;16:50;SU1362;Own;Saratov
SAMIR;G.;DOBRYNIN;Male;04/23/1977;852 849 120;Not presented;Not presented;Transit;06.05.2017;16:50;SU1362;Own;Saratov
RINAT;O.;DOROFEEV;Male;07.06.1977;7 489 997 538;VRYVHN;Not presented;Transit;01.03.2017;9:00;SU1332;Own;Arkhangelsk
SVIATOSLAV;ANTONOVICH;KONONOV;Male;09/23/1980;6 974 510 275;Not presented;Not presented;None;01.03.2017;9:00;SU1332;Own;Arkhangelsk
TAMERLAN;A.;SKVORTSOV;Male;03/13/1973;631 593 571;QLSKHT;Not presented;Transit;01.03.2017;9:00;SU1332;Own;Arkhangelsk
VLADIMIR;M.;KOSTIN;Male;10/22/1979;8 086 597 882;Not presented;9,50763E+15;Registered;01.03.2017;9:00;SU1332;Own;Arkhangelsk
SVIATOSLAV;ELISEEVICH;LUKIN;Male;09/17/1991;3 892 219 496;KJXMXS;8,20099E+15;None;27.05.2017;16:35;SU5602;Own;Khabarovsk
RADMIR;F.;MARKOV;Male;10/21/1991;6 556 730 744;Not presented;Not presented;Registered;27.05.2017;16:35;SU5602;Own;Khabarovsk
DANIIL;R.;ASTAKHOV;Male;02/18/1980;5 119 692 522;Not presented;2,81814E+15;Registered;10.02.2017;12:50;SU1421;Own;Moscow
SERGEI;IUREVICH;KONONOV;Male;02/15/1994;9 300 817 044;WTGCMZ;2,68781E+15;Delayed;10.02.2017;12:50;SU1421;Own;Moscow
KAROLINA;A.;NIKOLSKAIA;Female;07/13/1986;7 952 196 091;TXRQZZ;7,10417E+15;Delayed;02.08.2017;20:20;SU5624;Own;Yuzhno
NELLI;V.;LOGINOVA;Female;03/31/1976;3 413 631 269;Not presented;Not presented;Registered;16.06.2017;21:40;SU5652;Own;Irkutsk
EVELINA;RAMILEVNA;PANKRATOVA;Female;11/14/1999;7 080 748 198;Not presented;Not presented;Registered;07.03.2017;9:50;SU1139;Own;Moscow
ODISSEI;EMILEVICH;KALUGIN;Male;07/21/1996;7 695 204 532;Not presented;8,77302E+15;Transit;07.03.2017;9:50;SU1139;Own;Moscow
NAZAR;V.;NIKOLAEV;Male;03.08.1985;3 100 486 680;Not presented;2,1252E+15;None;07.03.2017;9:50;SU1139;Own;Moscow
VSEVOLOD;V.;SITNIKOV;Male;06.11.1986;290 682 294;MHWQIM;Not presented;Transit;07.03.2017;9:50;SU1139;Own;Moscow
ARTEM;ANDREEVICH;SVESHNIKOV;Male;07/26/2000;9 941 347 365;EIXESF;9,98715E+14;Registered;07.03.2017;9:50;SU1139;Own;Moscow
ADEL;MIRONOVICH;MOROZOV;Male;02/21/1988;5 640 340 933;PRAARQ;6,4815E+15;Transit;04.12.2017;8:40;SU1320;Own;Murmansk
MARK;VIKTOROVICH;BAZHENOV;Male;03.04.1973;7 544 374 396;RJQMNP;Not presented;None;07.02.2017;16:20;SU1140;Own;Sochi
ANNA;IGNATOVNA;GAVRILOVA;Female;07/14/1997;953 425 390;Not presented;Not presented;None;07.02.2017;16:20;SU1140;Own;Sochi
VLADISLAV;T.;ZLOBIN;Male;06/21/2000;5 030 511 681;TLZUFC;Not presented;Registered;07.02.2017;16:20;SU1140;Own;Sochi
FILIPP;DANILOVICH;GORDEEV;Male;11/27/1975;6 747 424 548;BGANXO;1,22543E+15;None;29.07.2017;20:35;SU1195;Own;Moscow
VADIM;GEORGIEVICH;LOPATIN;Male;04.07.1991;8 474 990 244;Not presented;2,2011E+15;Delayed;07.03.2017;20:15;SU1405;Own;Moscow
ALLA;DANILOVNA;RIABININA;Female;07/19/1979;91 032 084;Not presented;4,7803E+15;Delayed;17.04.2017;13:35;SU1182;Own;Volgograd
MIKHAIL;V.;BIRIUKOV;Male;10.09.1994;4 916 213 306;LFXRVD;Not presented;Delayed;21.01.2017;19:40;SU1059;Own;Moscow
ARSEN;RINATOVICH;TOKAREV;Male;02/13/1993;6 499 023 832;Not presented;6,74967E+15;Transit;19.08.2017;6:05;SU1353;Own;Moscow
ELIZAVETA;V.;EREMEEVA;Female;01/18/1976;2 828 474 175;IHUFIE;7,20618E+15;Registered;03.04.2017;19:15;SU1325;Own;Moscow
EVGENIIA;GRIGOREVNA;SEREBRIAKOVA;Female;06/30/1992;4 802 377 863;ODVOEH;8,23424E+15;Registered;03.04.2017;19:15;SU1325;Own;Moscow
ILIA;V.;TOLKACHEV;Male;05/15/1981;3 814 307 561;BUDSQD;Not presented;Transit;03.04.2017;19:15;SU1325;Own;Moscow
IULIANA;SVIATOGOROVNA;MATVEEVA;Female;03.12.1979;4 523 470 509;AAHXHJ;Not presented;Transit;18.03.2017;13:05;SU1563;Own;Moscow
ALEKSEI;A.;UVAROV;Male;06.10.1992;5 023 505 478;Not presented;Not presented;Delayed;18.03.2017;13:05;SU1563;Own;Moscow
ARTUR;D.;ALEKHIN;Male;03.05.1985;4 539 062 117;Not presented;9,68013E+15;None;18.03.2017;13:05;SU1563;Own;Moscow
LIANA;ARSENEVNA;SHEVTSOVA;Female;06.11.1971;9 495 949 381;FQACSB;2,73573E+15;Registered;18.03.2017;13:05;SU1563;Own;Moscow
FEDOR;IGNATOVICH;NIKONOV;Male;05.04.1976;8 423 420 288;Not presented;6,55796E+15;Registered;28.05.2017;16:40;SU1214;Own;Samara
ELINA;ALEKSANDROVNA;ULIANOVA;Female;09.04.1974;9 152 313 610;WEKAKG;Not presented;Delayed;08.06.2017;6:55;SU1200;Own;Perm
ELMIRA;ELISEEVNA;LOPATINA;Female;04/13/1978;9 030 974 185;NSWQRT;2,50647E+15;Registered;11.10.2017;17:40;SU6287;Own;Khabarovsk
VASILII;ILICH;SAMSONOV;Male;10/30/1988;5 557 304 837;XWBKQM;Not presented;Delayed;02.05.2017;23:05;SU1205;Own;Moscow
STANISLAV;IUREVICH;RODIN;Male;07/17/1999;3 352 754 033;Not presented;Not presented;Transit;02.05.2017;23:05;SU1205;Own;Moscow
EVELINA;T.;RODINA;Female;05.01.2000;5 024 408 897;OSJIJK;Not presented;None;17.12.2017;17:30;SU5629;Own;Khabarovsk
ADELINA;IAROSLAVOVNA;ZUBOVA;Female;03/16/1988;7 874 445 814;Not presented;5,5906E+15;Delayed;11.09.2017;13:10;SU4602;Operated;Vladivostok
RUSTAM;F.;LOSEV;Male;02/15/1975;4 705 840 904;Not presented;3,20122E+15;Registered;02.02.2017;1:55;SU1236;Own;Ufa
ANGELINA;GLEBOVNA;KHOMIAKOVA;Female;05.11.1996;8 949 398 512;Not presented;Not presented;Transit;02.02.2017;1:55;SU1236;Own;Ufa
EVELINA;A.;GORIACHEVA;Female;12/18/1997;7 444 188 273;Not presented;2,56222E+15;Transit;02.02.2017;1:55;SU1236;Own;Ufa
ALIIA;I.;SHISHKINA;Female;01/24/1982;3 084 734 164;Not presented;Not presented;None;08.02.2017;0:10;SU1478;Own;Abakan
ELINA;VLADEVNA;DUBOVA;Female;02.01.1971;7 381 756 530;SYRXFW;1,92916E+15;Transit;08.02.2017;0:10;SU1478;Own;Abakan
ELENA;TIMUROVNA;STAROSTINA;Female;10.09.1992;2 479 623 132;Not presented;Not presented;None;08.02.2017;0:10;SU1478;Own;Abakan
ELIZAVETA;BOGDANOVNA;MIKHEEVA;Female;09/30/1990;5 926 464 169;WCGHRO;Not presented;Transit;08.02.2017;0:10;SU1478;Own;Abakan
PETR;ILICH;KRIUCHKOV;Male;11/30/1985;1 960 462 187;BOSKJX;Not presented;Transit;17.07.2017;14:30;SU1501;Own;Moscow
ELVIRA;E.;POPOVA;Female;02.03.1990;5 068 922 415;IOHCDO;3,82662E+14;Delayed;17.07.2017;14:30;SU1501;Own;Moscow
MARIANA;A.;NIKOLSKAIA;Female;12/29/1972;2 013 740 478;JBOUZL;Not presented;Transit;21.02.2017;5:40;SU5618;Own;Khabarovsk
SEMEN;A.;BOLSHAKOV;Male;12.12.1999;9 406 446 716;FSFISD;3,47635E+15;Registered;21.02.2017;5:40;SU5618;Own;Khabarovsk
NAZAR;L.;KORNEEV;Male;03/19/1972;6 491 695 074;YNUJTA;4,87333E+15;None;20.07.2017;14:05;SU5615;Own;Vladivostok
ANDREI;A.;LOPATIN;Male;08/22/1980;2 168 035 989;Not presented;Not presented;Transit;20.07.2017;14:05;SU5615;Own;Vladivostok
MIKHAIL;L.;SOLOVEV;Male;07/25/2000;4 657 524 061;Not presented;Not presented;Delayed;12.03.2017;5:20;SU1138;Own;Sochi
MATVEI;S.;POPOV;Male;08.01.1996;9 736 385 133;XUIXEO;1,59637E+15;None;12.03.2017;5:20;SU1138;Own;Sochi
MAKSIM;I.;ZUBKOV;Male;01/17/1983;1 910 475 659;Not presented;1,94235E+15;None;11.05.2017;11:45;SU6284;Own;Moscow
MIROSLAV;A.;ALEKHIN;Male;04/20/1994;26 920 934;XPVJOI;2,99672E+15;Registered;08.03.2017;7:00;SU1185;Own;Moscow
DENIS;R.;TUMANOV;Male;12/21/1982;7 046 770 605;RZMZEU;7,12651E+15;Transit;08.03.2017;7:00;SU1185;Own;Moscow
VASILINA;ALBERTOVNA;SEMENOVA;Female;04.08.1996;4 767 033 823;Not presented;3,24759E+15;Transit;08.03.2017;7:00;SU1185;Own;Moscow
ELIZAVETA;VASILEVNA;VORONTSOVA;Female;08/31/1998;5 813 449 498;Not presented;Not presented;None;27.01.2017;15:25;SU1058;Own;Moscow
ZARINA;A.;VISHNEVSKAIA;Female;07/22/1993;8 807 129 940;Not presented;Not presented;Registered;27.01.2017;15:25;SU1058;Own;Moscow
ZARINA;VASILEVNA;GLUKHOVA;Female;03/25/1993;8 194 235 399;YLFJFQ;4,07658E+15;Registered;05.04.2017;9:45;SU5617;Own;Vladivostok
IGNAT;D.;FILIMONOV;Male;06.12.1989;9 207 072 098;EVEPKP;3,74735E+15;Transit;19.01.2017;14:40;SU1324;Own;Murmansk
ZLATA;M.;EGOROVA;Female;10/17/1986;3 088 460 636;Not presented;Not presented;Transit;20.01.2017;18:05;SU1193;Own;Moscow
ZAKHAR;A.;MELNIKOV;Male;08.08.1990;9 260 791 866;SDGXGD;Not presented;None;20.01.2017;18:05;SU1193;Own;Moscow
VIACHESLAV;T.;SELIVANOV;Male;04.05.1994;6 573 113 899;IHISXB;Not presented;None;16.03.2017;22:40;SU1198;Own;Kazan
ARTEMII;I.;ROGOV;Male;05/29/2000;8 647 450 647;VZSSHV;4,22479E+15;Transit;16.03.2017;22:40;SU1198;Own;Kazan
ALENA;DAVIDOVNA;SELEZNEVA;Female;05/28/1986;6 855 625 674;Not presented;3,23835E+15;Transit;16.03.2017;22:40;SU1198;Own;Kazan
KAROLINA;ANTONOVNA;CHISTIAKOVA;Female;01/31/1987;8 421 824 423;SHUKYH;Not presented;Delayed;16.03.2017;22:40;SU1198;Own;Kazan
MILENA;EMILEVNA;GUBANOVA;Female;11.02.1998;5 703 748 351;KPYQTS;Not presented;None;23.02.2017;22:10;SU1415;Own;Moscow
VITALII;B.;KRIUKOV;Male;02.01.1983;6 507 940 885;TITQZS;Not presented;Delayed;06.08.2017;7:00;SU1185;Own;Moscow
MIKHAIL;TAMERLANOVICH;SEVASTIANOV;Male;04.11.1999;8 804 901 051;DRXLTZ;Not presented;None;30.03.2017;14:20;SU4605;Operated;Okha
AMINA;D.;ANTONOVA;Female;08.02.1982;8 312 122 850;BUTRKG;Not presented;Transit;30.03.2017;14:20;SU4605;Operated;Okha
TAMARA;FILIPPOVNA;MARKELOVA;Female;04/26/1976;8 334 839 294;VFQIZZ;8,83187E+15;Delayed;09.01.2017;11:40;SU5627;Own;Khabarovsk
NIKOLAI;A.;PIMENOV;Male;05.08.1973;3 185 253 129;URLWTP;8,917E+15;Registered;09.01.2017;11:40;SU5627;Own;Khabarovsk
MARIANA;A.;BOGOMOLOVA;Female;10/27/1977;6 959 599 896;Not presented;Not presented;Delayed;09.01.2017;11:40;SU5627;Own;Khabarovsk
VLAD;L.;PANIN;Male;02/20/1996;1 967 168 397;LZNLMB;5,09436E+15;Registered;09.01.2017;11:40;SU5627;Own;Khabarovsk
NIKITA;L.;PASTUKHOV;Male;03/24/1996;5 681 960 170;KISMSB;Not presented;Delayed;09.01.2017;11:40;SU5627;Own;Khabarovsk
LIUBOV;ALEKSANDROVNA;GERASIMOVA;Female;10/18/1998;8 239 154 823;QNQZGP;Not presented;Delayed;09.01.2017;11:40;SU5627;Own;Khabarovsk
KAMILLA;RUSLANOVNA;KOVALEVA;Female;11/29/1971;3 830 202 215;FKPMVI;Not presented;Transit;09.01.2017;11:40;SU5627;Own;Khabarovsk
RADMIR;M.;LUKIANOV;Male;11.12.1995;4 027 480 164;TNKTVA;5,98635E+15;Registered;09.01.2017;11:40;SU5627;Own;Khabarovsk
VLADA;F.;KISELEVA;Female;05.07.1984;1 820 750 834;RSKPDJ;2,56563E+15;Transit;09.01.2017;11:40;SU5627;Own;Khabarovsk
STEPAN;R.;BELIAEV;Male;07/22/1975;6 073 827 488;SYJHIY;9,93234E+15;Transit;04.05.2017;9:25;SU1432;Own;Barnaul
LIANA;MARSELEVNA;GOLOVANOVA;Female;02.03.1999;5 046 566 090;DVAPVR;4,51975E+15;Transit;01.04.2017;20:35;SU1195;Own;Moscow
ROBERT;MIROSLAVOVICH;MATVEEV;Male;11.07.1973;6 951 158 156;YDAOTN;3,69632E+15;None;01.04.2017;20:35;SU1195;Own;Moscow
MIROSLAV;VITALEVICH;SEDOV;Male;09/19/1994;5 649 383 782;Not presented;Not presented;None;01.04.2017;20:35;SU1195;Own;Moscow
MIRON;T.;VOLOSHIN;Male;12.02.1994;7 672 568 695;Not presented;1,07551E+15;Registered;01.04.2017;20:35;SU1195;Own;Moscow
MIROSLAVA;I.;KONSTANTINOVA;Female;12.07.1996;3 087 919 133;NDIIHD;5,19107E+15;Registered;01.04.2017;20:35;SU1195;Own;Moscow
MELANIIA;ARTEMOVNA;DROZDOVA;Female;08/30/1985;6 463 264 539;BMCZFP;Not presented;Registered;01.04.2017;20:35;SU1195;Own;Moscow
ROBERT;A.;PARFENOV;Male;09/13/1979;3 380 554 953;KJSTLP;3,76937E+15;Transit;07.12.2017;12:45;SU6184;Own;Moscow
LARISA;S.;RUSANOVA;Female;04.09.1978;9 609 876 157;ZPTCZQ;Not presented;Registered;07.12.2017;12:45;SU6184;Own;Moscow
OLESIA;I.;ZLOBINA;Female;10/15/1992;6 044 220 064;Not presented;Not presented;Transit;05.02.2017;5:35;SU1763;Own;Moscow
ANTONINA;L.;NOSOVA;Female;12/23/2000;4 340 086 381;Not presented;6,43471E+14;Delayed;05.02.2017;5:35;SU1763;Own;Moscow
ILIA;F.;ANANEV;Male;07/20/1982;2 862 244 271;Not presented;3,83931E+15;Transit;05.02.2017;5:35;SU1763;Own;Moscow
RUSLAN;V.;BESPALOV;Male;09.07.1979;3 170 905 520;WKRBRX;7,8928E+15;Transit;05.02.2017;5:35;SU1763;Own;Moscow
DENIS;EGOROVICH;PAKHOMOV;Male;12.06.1975;354 137 258;Not presented;4,9566E+15;Registered;05.02.2017;5:35;SU1763;Own;Moscow
LIANA;S.;BIRIUKOVA;Female;11.09.1986;7 047 650 724;Not presented;1,46121E+15;None;05.02.2017;5:35;SU1763;Own;Moscow
RAMIL;I.;SUSLOV;Male;02/22/2000;3 531 955 660;Not presented;Not presented;Delayed;05.02.2017;5:35;SU1763;Own;Moscow
NAZAR;A.;NIKITIN;Male;08.11.1975;389 902 878;WKVVVV;5,75493E+15;Transit;15.03.2017;21:35;SU1215;Own;Moscow
VIKTOR;IGOREVICH;SAVITSKII;Male;12/25/1986;5 231 344 740;Not presented;8,29216E+15;Delayed;15.03.2017;21:35;SU1215;Own;Moscow
AGATA;L.;ERMOLAEVA;Female;09/16/1973;3 850 595 501;MBFJSJ;6,77548E+15;None;19.06.2017;8:25;SU1412;Own;Yekaterinburg
VASILII;FILIPPOVICH;ZIMIN;Male;06.04.1991;9 164 410 824;Not presented;4,68863E+15;Delayed;19.06.2017;8:25;SU1412;Own;Yekaterinburg
VADIM;DAVIDOVICH;CHERNYSHEV;Male;03.04.2000;9 423 902 836;Not presented;4,85921E+15;Registered;04.02.2017;7:00;SU1640;Own;Omsk
RADMIR;EGOROVICH;MIKHAILOV;Male;01/18/1984;8 601 451 997;Not presented;6,45461E+15;Registered;04.02.2017;7:00;SU1640;Own;Omsk
LEV;E.;PANIN;Male;12/29/1981;9 322 961 791;WWGUND;8,64699E+15;Registered;04.04.2017;12:45;SU6184;Own;Moscow
ODISSEI;P.;SKVORTSOV;Male;10/23/1999;9 524 427 489;Not presented;Not presented;Registered;04.04.2017;12:45;SU6184;Own;Moscow
ZLATA;EMILEVNA;KHOKHLOVA;Female;04/20/1998;831 017 891;Not presented;2,48414E+14;Transit;08.07.2017;22:50;SU1196;Own;Kazan
SVETLANA;A.;KOCHETKOVA;Female;01/25/1985;6 785 220 292;Not presented;Not presented;Registered;02.02.2017;22:45;SU1427;Own;Moscow
SABINA;RINATOVNA;ERMOLOVA;Female;01/16/1987;4 062 276 813;ZNMAVY;1,78535E+14;Registered;02.02.2017;22:45;SU1427;Own;Moscow
KARINA;S.;ZVEREVA;Female;06.11.1974;5 789 616 244;XOZMVL;5,66431E+14;Registered;02.02.2017;22:45;SU1427;Own;Moscow
ARTEM;RINATOVICH;LVOV;Male;06.11.2000;7 630 533 404;DXOJIY;Not presented;None;02.02.2017;22:45;SU1427;Own;Moscow
MARIIA;R.;CHEREPANOVA;Female;12/28/1975;1 574 263 176;Not presented;Not presented;Delayed;24.04.2017;16:00;SU1005;Own;Moscow
RADMIR;V.;BARANOV;Male;03.08.1989;2 458 792 270;XHMTUE;Not presented;Registered;23.06.2017;20:55;SU1056;Own;Makhachkala
EVGENII;I.;OZEROV;Male;02/14/1990;9 104 195 283;Not presented;Not presented;None;09.01.2017;8:00;SU1145;Own;Moscow
OKSANA;I.;KORNILOVA;Female;04/27/1997;1 466 297 199;Not presented;Not presented;Registered;09.01.2017;8:00;SU1145;Own;Moscow
IASMINA;RUSLANOVNA;KARPOVA;Female;06.05.1972;6 794 332 468;Not presented;8,46711E+15;Transit;09.01.2017;8:00;SU1145;Own;Moscow
EVGENIIA;STANISLAVOVNA;KLIMOVA;Female;12/15/1973;7 295 282 233;Not presented;4,92291E+15;Registered;09.01.2017;8:00;SU1145;Own;Moscow
